date,ccn,hospital,status,file_url,records,error_type,error_message,duration
2026-01-28T19:31:29.153908+00:00,060003,COMMONSPIRIT LONGMONT UNITED HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8268/840460697_commonspirit-health-longmont_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153912+00:00,060004,PLATTE VALLEY MEDICAL CENTER,SKIPPED,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/840482695_platte-valley-medical-center_standardcharges.ashx,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153917+00:00,060006,MONTROSE REGIONAL HEALTH,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMMHMONTROSECO&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153921+00:00,060008,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,SKIPPED,https://sanluis.pt.panaceainc.com/MRFDownload/sanluis/slvhealth,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.153926+00:00,060010,UC HEALTH POUDRE VALLEY HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8080/841262971_poudre-valley-health-care%2C-inc_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153930+00:00,060011,DENVER HEALTH MAIN CAMPUS,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/7840/841343242_denver-health-and-hospital-authority_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153934+00:00,060012,COMMONSPIRIT ST. MARY-CORWIN HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8279/840405257_commonspirit-health-st-mary_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153938+00:00,060013,COMMONSPIRIT MERCY HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8269/840405257_commonspirit-health-mercy_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153942+00:00,060014,HCA HEALTHONE PRESBYTERIAN ST. LUKE’S,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-PRESBYTERIAN-ST-LUKES_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153949+00:00,060014,HCA HEALTHONE ROCKY MOUNTAIN CHILDREN’S,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-PRESBYTERIAN-ST-LUKES_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153954+00:00,060015,COMMONSPIRIT ST. ANTHONY HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8274/840405257_commonspirit-health-st-anthony-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153959+00:00,060020,UC HEALTH PARKVIEW MEDICAL CENTER,SKIPPED,"https://sthpiprd.blob.core.windows.net/machine-readable-files/11554/840935136-1821720681_parkview-medical-center,-inc_standardcharges.csv",,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153963+00:00,060020,UC HEALTH PARKVIEW PUEBLO WEST HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/11554/840935136-1821720681_parkview-medical-center%2C-inc_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153967+00:00,060022,UC HEALTH MEMORIAL HOSPITAL NORTH,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8077/460796114-1750940987_uchmhs_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153971+00:00,060022,UC HEALTH MEMORIAL HOSPITAL CENTRAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8076/460796114-1144397134_uchmhs_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153975+00:00,060028,SAINT JOSEPH HOSPITAL,SKIPPED,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/840417134_saint-joseph-hospital_standardcharges.ashx,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153979+00:00,060024,UC HEALTH UNIVERSITY OF COLORADO HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8086/841179794_university-of-colorado-hospital-authority_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153983+00:00,060031,COMMONSPIRIT ST. FRANCIS HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8278/840405257_commonspirit-health-st-francis_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153987+00:00,060031,COMMONSPIRIT PENROSE HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8272/840405257_commonspirit-health-penrose_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153991+00:00,060034,HCA HEALTHONE SWEDISH,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-SWEDISH_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.153996+00:00,060032,HCA HEALTHONE ROSE,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-ROSE_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154000+00:00,060044,COMMONSPIRIT ST. ELIZABETH HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/10547/840405257_commonspirit-health-st-elizabeth_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154004+00:00,060064,ADVENTHEALTH PORTER,SKIPPED,https://hospitalpricedisclosure.com/Download.aspx?pxi=RqPGlf56pjLLctn7tStPiw*-*&f=iFd*_*cEPwhQHJy3lVvHy9uQ*-*,,,Data is 0.8 days old (max age: 30),
2026-01-28T19:31:29.154007+00:00,060071,DELTA COUNTY MEMORIAL HOSPITAL,SKIPPED,https://deltahealthco.org/840428757_delta-health_standard-charges.csv,,,Data is 0.7 days old (max age: 30),
2026-01-28T19:31:29.154011+00:00,060065,HCA HEALTHONE MOUNTAIN RIDGE,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-MOUNTAIN-RIDGE_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154016+00:00,060076,STERLING REGIONAL MEDICAL CENTER,SKIPPED,https://images.pricetransparency.healthcare/public-mrfs/banner/840826331_sterling-regional-medical-center_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154019+00:00,060096,VAIL HEALTH HOSPITAL,SKIPPED,https://www.vailhealth.org/pdf/VailHealth/Pricing/84_0563230_vail_health_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.154024+00:00,060104,COMMONSPIRIT ST. ANTHONY NORTH HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8275/840405257_commonspirit-health-st-anthony-north-campus_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154028+00:00,060100,HCA HEALTHONE AURORA,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-AURORA_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154033+00:00,060107,NATIONAL JEWISH HEALTH,SKIPPED,https://www.nationaljewish.org/getmedia/c97356f0-e412-49d8-9e60-709ffd750355/742044647_National-Jewish-Health_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154037+00:00,060112,HCA HEALTHONE SKY RIDGE,SKIPPED,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/84-1321373_HCA-HEALTHONE-SKY-RIDGE_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154043+00:00,060116,INTERMOUNTAIN HEALTH GOOD SAMARITAN MEDICAL CENTER,SKIPPED,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/431982139_good-samaritan-medical-center_standardcharges.ashx,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154047+00:00,060114,ADVENTHEALTH PARKER,SKIPPED,https://hospitalpricedisclosure.com/Download.aspx?pxi=frGwcF6pG1MW96eqg4b2tg*-*&f=iFd*_*cEPwhQHJy3lVvHy9uQ*-*,,,Data is 0.8 days old (max age: 30),
2026-01-28T19:31:29.154052+00:00,060117,ANIMAS SURGICAL HOSPITAL,SKIPPED,https://apim.services.craneware.com/api-pricing-transparency/api/public/3ec9916021b8a942a7592560cc3b7900/charges/mrf,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154056+00:00,060118,COMMONSPIRIT ST. ANTHONY SUMMIT HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8276/840405257_commonspirit-health-st-anthony-summit_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154061+00:00,060124,COMMONSPIRIT ORTHOCOLORADO HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8270/371577105_commonspirit-health-orthocolorado_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154065+00:00,060119,UC HEALTH MEDICAL CENTER OF THE ROCKIES,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8081/430730045_medical-center-of-the-rockies_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154069+00:00,060129,UC HEALTH BROOMFIELD HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8085/473393862_uchealth-broomfield-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154073+00:00,060130,UC HEALTH GRANDVIEW HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8084/473455146_uchealth-grandview-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154077+00:00,060131,UC HEALTH GREELEY HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8082/822666059_uchealth-greeley-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154081+00:00,060132,UC HEALTH HIGHLANDS RANCH HOSPITAL,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/8087/821885403_uchealth-highlands-ranch-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154085+00:00,061300,WEISBROD MEMORIAL COUNTY HOSPITAL,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWMHEADSCO&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154089+00:00,060133,COMMONSPIRIT ST. FRANCIS HOSPITAL - INTERQUEST,SKIPPED,https://sthpiprd.blob.core.windows.net/machine-readable-files/10712/840405257_commonspirit-health-st-francis-interquest_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154093+00:00,061302,FAMILY HEALTH WEST HOSPITAL,SKIPPED,https://fhw.org/wp-content/uploads/2025/09/84-0447998_Family_Health_West_standardcharges.xlsx,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154097+00:00,061303,EAST MORGAN COUNTY HOSPITAL DISTRICT,SKIPPED,https://images.pricetransparency.healthcare/public-mrfs/banner/840826336_east-morgan-county-hospital_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154101+00:00,061304,HAXTUN HOSPITAL DISTRICT,SKIPPED,https://haxtunhealth.org/840574271_haxtun-hospital-district_standardcharges_11112025.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154105+00:00,061305,MELISSA MEMORIAL HOSPITAL,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbMMHHOLYOKECO&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.154109+00:00,061301,RIO GRANDE HOSPITAL,FAILURE,https://riograndehospital.pg.revenuemasters.com/cdm-files/841276376_rio-grande-hospital_standardcharges.csv,,PermanentHTTPError,Server returned 404,0.29
2026-01-28T19:31:29.154113+00:00,061306,LINCOLN HEALTH MAIN HOSPITAL,SKIPPED,https://pricetransparency.blob.core.windows.net/lincoln/84-0484566_Lincoln-Health_standardcharges.csv?sv=2022-11-02&ss=bfqt&srt=sco&sp=rwdlacupiytfx&se=2099-04-26T22:40:35Z&st=2024-04-11T14:40:35Z&spr=https&sig=V53UDZpYxrVMzk1BKj4Dvm45q%2FAztzKKQCADbpBONqo%3D,,,Data is 1.8 days old (max age: 30),
