date,ccn,hospital,status,file_url,records,error_type,error_message,duration
2026-01-28T19:31:29.157494+00:00,250001,THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER UMMC,SKIPPED,https://www.umc.edu/Healthcare/Patients-and-Visitors/Bill%20Pay/Pricing%20Files/646008520_university-of-mississippi-medical-center_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157499+00:00,250002,NORTH MS MEDICAL CENTER - IUKA,SKIPPED,https://apps.nmhs.net/files/pt_mrf/640741047_tishomingo-health-services-inc_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157504+00:00,250004,NORTH MISSISSIPPI MEDICAL CENTER,SKIPPED,https://apps.nmhs.net/files/pt_mrf/640662976_north-mississippi-medical-center-inc_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157508+00:00,250006,BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,SKIPPED,https://sites.bmhcc.org/-/media/Pricing-Documents/MS/630997281_baptist-memorial-hospitalunion-county_standardcharges.zip,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157513+00:00,250009,MAGNOLIA REGIONAL HEALTH CENTER,SKIPPED,https://pricetransparency.blob.core.windows.net/magnoliaregionalhealthcenter/64-0428003_Magnolia-Regional-Health-Center_standardcharges.csv?sv=2022-11-02&ss=bfqt&srt=sco&sp=rwdlacupiytfx&se=2099-04-26T22:40:35Z&st=2024-04-11T14:40:35Z&spr=https&sig=V53UDZpYxrVMzk1BKj4Dvm45q%2FAztzKKQCADbpBONqo%3D,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157518+00:00,250007,MEMORIAL HOSPITAL BILOXI,SKIPPED,https://memorialhealthsystem.pt.panaceainc.com/MRFDownload/memorialhealthsystem/memorialbiloxi,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157522+00:00,250019,MEMORIAL HOSPITAL AT GULFPORT,SKIPPED,https://memorialhealthsystem.pt.panaceainc.com/MRFDownload/memorialhealthsystem/memorialgulfport,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157526+00:00,250020,NORTH MS MEDICAL CENTER - EUPORA,SKIPPED,https://apps.nmhs.net/files/pt_mrf/640819193_webster-health-services-inc_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157530+00:00,250027,WINSTON MEDICAL CENTER,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWMCLOUISVILLEMS&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157534+00:00,250018,JASPER GENERAL HOSPITAL,SKIPPED,https://docs.google.com/spreadsheets/d/10RAcULAd8tf3T4lyBor4qjQ729HRhM-rq9dj9Milt10/edit?gid=0#gid=0,,,No scraper for format: None,
2026-01-28T19:31:29.157538+00:00,250031,MERIT HEALTH RIVER REGION,SKIPPED,https://www.merithealthriverregion.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/621752111_merit-health-river-region_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157542+00:00,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,SKIPPED,https://sites.bmhcc.org/-/media/Pricing-Documents/MS/640772726_baptist-memorial-hospitalnorth-mississippi_standardcharges.zip,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157547+00:00,250038,UMMC MADISON,SKIPPED,https://www.umc.edu/Healthcare/Patients-and-Visitors/Bill%20Pay/Pricing%20Files/646008520_university-of-mississippi-medical-center-madison_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157551+00:00,250040,PASCAGOULA HOSPITAL,SKIPPED,https://singingriverhealthsystem.com/wp-content/uploads/646000515_Pascagoula-Hospital-_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157556+00:00,250042,NORTHWEST REGIONAL,SKIPPED,https://nwmrmc.org/646001574%20northwest-miss-regional-medical-center_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157560+00:00,250043,NESHOBA GENERAL,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbNCGHPHILADELPHIAMS&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157565+00:00,250048,ST. DOMINIC HOSPITAL,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbstdominicjackson&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157569+00:00,250050,OCH REGIONAL MEDICAL CENTER,SKIPPED,https://www.och.org/wp-content/uploads/2024/08/640524079_oktibbeha-county-hospital_standardcharges.xlsx,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157573+00:00,250057,KING'S DAUGHTERS MEDICAL CENTER,SKIPPED,https://apim.services.craneware.com/api-pricing-transparency/api/public/20c6d05ed42cc9cface0df3db5e3805f/charges/mrf,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157578+00:00,250058,SOUTH CENTRAL REGIONAL MEDICAL CENTER,SKIPPED,https://scrmc.com/price-transparency/646001540_south-central-regional-medical-center_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157582+00:00,250067,NORTH MISSISSIPPI MEDICAL CENTER WEST POINT,SKIPPED,https://apps.nmhs.net/files/pt_mrf/640668465_clay-county-medical-corporation_standardcharges.csv,,,Data is 1.5 days old (max age: 30),
2026-01-28T19:31:29.157587+00:00,250069,OCHSNER RUSH MEDICAL CENTER,SKIPPED,https://ochsner-craft.s3.amazonaws.com/core/640345119_rush-medical-foundation_standardcharges.csv.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157591+00:00,250072,MERIT HEALTH CENTRAL,SKIPPED,https://www.merithealthcentral.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/640907122_merit-health-central_standardcharges.csv,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157595+00:00,250049,BEACHAM MEMORIAL HOSPITAL,SUCCESS,https://freedombehavioral.com/wp-content/uploads/2025/03/811097331_beacham_memorial_hospital_standardcharges28.csv,,,,0.96
2026-01-28T19:31:29.157600+00:00,250077,WAYNE GENERAL HOSPITAL,SKIPPED,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbWGHWWAYNESBOROMS&type=CDMWithoutLabel&fileType=CSV,,,Data is 1.8 days old (max age: 30),
2026-01-28T19:31:29.157604+00:00,250078,FORREST GENERAL HOSPITAL,SKIPPED,http://www.forresthealth.org/app/files/public/a6ddc1d9-4433-4c16-88fd-ba8e248d8fb3/646001587_Forrest-General-Hospital_standardcharges (1).csv,,,Data is 0.1 days old (max age: 30),
2026-01-28T19:31:29.157608+00:00,250081,ANDERSON REGIONAL MEDICAL CENTER SOUTH,SKIPPED,https://sites.bmhcc.org/-/media/Pricing-Documents/MS/640362400_baptist-anderson-regional-medical-center--south_standardcharges.zip,,,Data is 1.8 days old (max age: 30),
